"LOCATION","Country","PSECSE_INDICATOR","PSECSE indicator","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","MXN","Mexican Peso","6","Millions",,,77180.464247,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","MXN","Mexican Peso","6","Millions",,,73643.201685,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","MXN","Mexican Peso","6","Millions",,,88585.339348,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","MXN","Mexican Peso","6","Millions",,,91979.763892,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","MXN","Mexican Peso","6","Millions",,,90300.788756,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","MXN","Mexican Peso","6","Millions",,,100528.08105,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","MXN","Mexican Peso","6","Millions",,,105839.6156,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","MXN","Mexican Peso","6","Millions",,,116287.56723,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","MXN","Mexican Peso","6","Millions",,,100728.22007,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","MXN","Mexican Peso","6","Millions",,,114592.79626,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","MXN","Mexican Peso","6","Millions",,,121193.42266,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","MXN","Mexican Peso","6","Millions",,,108236.22001,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","MXN","Mexican Peso","6","Millions",,,124802.71533,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","MXN","Mexican Peso","6","Millions",,,141798.6897,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","MXN","Mexican Peso","6","Millions",,,137098.0318,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","MXN","Mexican Peso","6","Millions",,,137782.05696,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","NZD","New Zealand Dollar","6","Millions",,,1720.9578115,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","NZD","New Zealand Dollar","6","Millions",,,739.53639318,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","NZD","New Zealand Dollar","6","Millions",,,444.72150685,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","NZD","New Zealand Dollar","6","Millions",,,317.40149064,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","NZD","New Zealand Dollar","6","Millions",,,284.13340786,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","NZD","New Zealand Dollar","6","Millions",,,259.20083717,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","NZD","New Zealand Dollar","6","Millions",,,218.06992998,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","NZD","New Zealand Dollar","6","Millions",,,193.96094802,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","NZD","New Zealand Dollar","6","Millions",,,250.39511602,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","NZD","New Zealand Dollar","6","Millions",,,279.65436386,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","NZD","New Zealand Dollar","6","Millions",,,258.23082985,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","NZD","New Zealand Dollar","6","Millions",,,274.74302977,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","NZD","New Zealand Dollar","6","Millions",,,259.76186194,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","NZD","New Zealand Dollar","6","Millions",,,261.71081823,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","NZD","New Zealand Dollar","6","Millions",,,221.91998376,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","NZD","New Zealand Dollar","6","Millions",,,273.24612182,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","NZD","New Zealand Dollar","6","Millions",,,301.81636546,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","NZD","New Zealand Dollar","6","Millions",,,353.08249292,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","NZD","New Zealand Dollar","6","Millions",,,353.59937034,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","NZD","New Zealand Dollar","6","Millions",,,479.96728331,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","NZD","New Zealand Dollar","6","Millions",,,461.99207054,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","NZD","New Zealand Dollar","6","Millions",,,480.31225392,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","NZD","New Zealand Dollar","6","Millions",,,440.68997297,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","NZD","New Zealand Dollar","6","Millions",,,425.8538868,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","NZD","New Zealand Dollar","6","Millions",,,572.60459213,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","NZD","New Zealand Dollar","6","Millions",,,700.13072174,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","NZD","New Zealand Dollar","6","Millions",,,679.90535282,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","NZD","New Zealand Dollar","6","Millions",,,644.36779933,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","NZD","New Zealand Dollar","6","Millions",,,671.50283537,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","NZD","New Zealand Dollar","6","Millions",,,670.49554015,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","NZD","New Zealand Dollar","6","Millions",,,743.13493219,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","NZD","New Zealand Dollar","6","Millions",,,693.85537848,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","NZD","New Zealand Dollar","6","Millions",,,700.61486063,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","NZD","New Zealand Dollar","6","Millions",,,937.95378535,,
"NZL","New Zealand","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","NZD","New Zealand Dollar","6","Millions",,,946.93102286,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","NOK","Norwegian Krone","6","Millions",,,20738.671469,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","NOK","Norwegian Krone","6","Millions",,,22738.395906,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","NOK","Norwegian Krone","6","Millions",,,21929.351548,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","NOK","Norwegian Krone","6","Millions",,,22047.533903,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","NOK","Norwegian Krone","6","Millions",,,24021.356068,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","NOK","Norwegian Krone","6","Millions",,,25421.360076,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","NOK","Norwegian Krone","6","Millions",,,23561.169204,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","NOK","Norwegian Krone","6","Millions",,,23475.633968,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","NOK","Norwegian Krone","6","Millions",,,22166.934121,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","NOK","Norwegian Krone","6","Millions",,,20406.695629,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","NOK","Norwegian Krone","6","Millions",,,20930.122811,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","NOK","Norwegian Krone","6","Millions",,,21367.75551,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","NOK","Norwegian Krone","6","Millions",,,22996.199455,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","NOK","Norwegian Krone","6","Millions",,,25292.437793,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","NOK","Norwegian Krone","6","Millions",,,21621.656076,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","NOK","Norwegian Krone","6","Millions",,,20657.497935,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","NOK","Norwegian Krone","6","Millions",,,23489.945524,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","NOK","Norwegian Krone","6","Millions",,,23357.385651,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","NOK","Norwegian Krone","6","Millions",,,21875.555968,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","NOK","Norwegian Krone","6","Millions",,,21544.569861,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","NOK","Norwegian Krone","6","Millions",,,20902.575997,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","NOK","Norwegian Krone","6","Millions",,,18731.199226,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","NOK","Norwegian Krone","6","Millions",,,21258.990747,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","NOK","Norwegian Krone","6","Millions",,,23374.938936,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","NOK","Norwegian Krone","6","Millions",,,23864.207823,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","NOK","Norwegian Krone","6","Millions",,,22808.014739,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","NOK","Norwegian Krone","6","Millions",,,25146.825175,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","NOK","Norwegian Krone","6","Millions",,,24894.8747,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","NOK","Norwegian Krone","6","Millions",,,27129.770104,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","NOK","Norwegian Krone","6","Millions",,,28525.190839,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","NOK","Norwegian Krone","6","Millions",,,29966.414697,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","NOK","Norwegian Krone","6","Millions",,,29204.536966,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","NOK","Norwegian Krone","6","Millions",,,31003.85401,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","NOK","Norwegian Krone","6","Millions",,,29190.507634,,
"NOR","Norway","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","NOK","Norwegian Krone","6","Millions",,,26869.946082,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","CHF","Swiss Franc","6","Millions",,,11903.910217,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","CHF","Swiss Franc","6","Millions",,,12531.906889,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","CHF","Swiss Franc","6","Millions",,,13138.978849,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","CHF","Swiss Franc","6","Millions",,,11798.093306,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","CHF","Swiss Franc","6","Millions",,,11936.261457,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","CHF","Swiss Franc","6","Millions",,,12358.145323,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","CHF","Swiss Franc","6","Millions",,,11548.103485,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","CHF","Swiss Franc","6","Millions",,,12116.468168,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","CHF","Swiss Franc","6","Millions",,,11463.139587,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","CHF","Swiss Franc","6","Millions",,,10345.514125,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","CHF","Swiss Franc","6","Millions",,,10617.899363,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","CHF","Swiss Franc","6","Millions",,,10670.573961,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","CHF","Swiss Franc","6","Millions",,,10752.314441,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","CHF","Swiss Franc","6","Millions",,,10461.378327,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","CHF","Swiss Franc","6","Millions",,,9431.5141532,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","CHF","Swiss Franc","6","Millions",,,8629.8639789,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","CHF","Swiss Franc","6","Millions",,,9203.5292716,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","CHF","Swiss Franc","6","Millions",,,8939.7788681,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","CHF","Swiss Franc","6","Millions",,,8932.3410078,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","CHF","Swiss Franc","6","Millions",,,8324.8222643,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","CHF","Swiss Franc","6","Millions",,,8298.8551791,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","CHF","Swiss Franc","6","Millions",,,7170.857495,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","CHF","Swiss Franc","6","Millions",,,7072.9809931,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","CHF","Swiss Franc","6","Millions",,,7263.9787816,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","CHF","Swiss Franc","6","Millions",,,6733.3859809,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","CHF","Swiss Franc","6","Millions",,,6251.7172631,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","CHF","Swiss Franc","6","Millions",,,6418.9502336,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","CHF","Swiss Franc","6","Millions",,,6316.5535212,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","CHF","Swiss Franc","6","Millions",,,7260.3211701,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","CHF","Swiss Franc","6","Millions",,,7241.4199084,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","CHF","Swiss Franc","6","Millions",,,7339.5390399,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","CHF","Swiss Franc","6","Millions",,,6927.7573214,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","CHF","Swiss Franc","6","Millions",,,6591.685788,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","CHF","Swiss Franc","6","Millions",,,6673.0509002,,
"CHE","Switzerland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","CHF","Swiss Franc","6","Millions",,,7253.6601989,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","TRY","Turkish Lira","6","Millions",,,2.4560422444,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","TRY","Turkish Lira","6","Millions",,,4.4536452559,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","TRY","Turkish Lira","6","Millions",,,7.1483414721,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","TRY","Turkish Lira","6","Millions",,,12.244220672,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","TRY","Turkish Lira","6","Millions",,,23.596899455,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","TRY","Turkish Lira","6","Millions",,,58.417862954,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","TRY","Turkish Lira","6","Millions",,,82.227388965,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","TRY","Turkish Lira","6","Millions",,,133.53741337,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","TRY","Turkish Lira","6","Millions",,,231.30116015,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","TRY","Turkish Lira","6","Millions",,,454.68652505,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","TRY","Turkish Lira","6","Millions",,,846.08267523,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","TRY","Turkish Lira","6","Millions",,,1800.326847,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","TRY","Turkish Lira","6","Millions",,,4024.1670651,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","TRY","Turkish Lira","6","Millions",,,6297.3938717,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","TRY","Turkish Lira","6","Millions",,,8144.9855821,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","TRY","Turkish Lira","6","Millions",,,7953.7536589,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","TRY","Turkish Lira","6","Millions",,,13254.373334,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","TRY","Turkish Lira","6","Millions",,,18332.411534,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","TRY","Turkish Lira","6","Millions",,,19679.66135,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","TRY","Turkish Lira","6","Millions",,,22551.511264,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","TRY","Turkish Lira","6","Millions",,,26851.402671,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","TRY","Turkish Lira","6","Millions",,,22157.539518,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","TRY","Turkish Lira","6","Millions",,,27033.832143,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","TRY","Turkish Lira","6","Millions",,,30016.79921,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","TRY","Turkish Lira","6","Millions",,,41352.513376,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","TRY","Turkish Lira","6","Millions",,,40600.696547,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","TRY","Turkish Lira","6","Millions",,,38032.119144,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","TRY","Turkish Lira","6","Millions",,,35154.473665,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","TRY","Turkish Lira","6","Millions",,,45242.037738,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","TRY","Turkish Lira","6","Millions",,,55465.18401,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","TRY","Turkish Lira","6","Millions",,,66351.163452,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","TRY","Turkish Lira","6","Millions",,,61783.276192,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","TRY","Turkish Lira","6","Millions",,,46981.915665,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","TRY","Turkish Lira","6","Millions",,,52546.696352,,
"TUR","Turkey","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","TRY","Turkish Lira","6","Millions",,,77235.174297,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","USD","US Dollar","6","Millions",,,49114.178283,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","USD","US Dollar","6","Millions",,,49960.6931,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","USD","US Dollar","6","Millions",,,43275.800169,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","USD","US Dollar","6","Millions",,,47875.180676,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","USD","US Dollar","6","Millions",,,45134.180037,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","USD","US Dollar","6","Millions",,,47021.590744,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","USD","US Dollar","6","Millions",,,49706.311105,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","USD","US Dollar","6","Millions",,,53321.862926,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","USD","US Dollar","6","Millions",,,48114.903776,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","USD","US Dollar","6","Millions",,,40776.258879,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","USD","US Dollar","6","Millions",,,48472.66812,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","USD","US Dollar","6","Millions",,,49959.854474,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","USD","US Dollar","6","Millions",,,63980.875369,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","USD","US Dollar","6","Millions",,,74168.38553,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","USD","US Dollar","6","Millions",,,71686.529615,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","USD","US Dollar","6","Millions",,,72231.442319,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","USD","US Dollar","6","Millions",,,64217.902129,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","USD","US Dollar","6","Millions",,,64237.618434,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","USD","US Dollar","6","Millions",,,72362.669157,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","USD","US Dollar","6","Millions",,,71626.380646,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","USD","US Dollar","6","Millions",,,64138.501168,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","USD","US Dollar","6","Millions",,,68739.07489,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","USD","US Dollar","6","Millions",,,70112.205763,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","USD","US Dollar","6","Millions",,,73574.479501,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","USD","US Dollar","6","Millions",,,79417.942615,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","USD","US Dollar","6","Millions",,,81611.42939,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","USD","US Dollar","6","Millions",,,86693.73798,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","USD","US Dollar","6","Millions",,,86538.732997,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","USD","US Dollar","6","Millions",,,92546.694573,,
